"","type","date(yyyyMMddHHmmss)","author","message","latitude","longitude","location","timestamp","id","cleaned","RT_pattern","RT_from","RT_message","RT_message_cleaned","user_mentioned","time_1min"
"3211","mbdata",2.014012e+13,"teresaJ","RT @AbilaPost witness reports hearing popping sounds later understood to be gun fire #AbilaPost",NA,NA,NA,2014-01-23 20:21:04,3211,"witness report hear pop sound late understand gun fire","RT @AbilaPost","AbilaPost","witness reports hearing popping sounds later understood to be gun fire #AbilaPost","witness report hear pop sound late understand gun fire","@AbilaPost","2014-01-23 20:21:00"
"3212","mbdata",2.014012e+13,"Clevvah4Evah","What's the diff between would of and would've? #POK #Rally #Grammar",NA,NA,NA,2014-01-23 20:21:09,3212,"diff","","","What's the diff between would of and would've? #POK #Rally #Grammar","","","2014-01-23 20:21:00"
"3213","mbdata",2.014012e+13,"whiteprotein","You look different in this photo. pics.kronos/pics  #abila #pictures",NA,NA,NA,2014-01-23 20:21:09,3213,"look different photo picskronospics","","","You look different in this photo. pics.kronos/pics  #abila #pictures","","","2014-01-23 20:21:00"
"3214","mbdata",2.014012e+13,"FriendsOfKronos","APD should hire me",NA,NA,NA,2014-01-23 20:21:13,3214,"apd hire","","","APD should hire me","","","2014-01-23 20:21:00"
"3215","mbdata",2.014012e+13,"megaMan","Good time to listen behind the pole  #TAG",NA,NA,NA,2014-01-23 20:21:13,3215,"good time listen behind pole","","","Good time to listen behind the pole  #TAG","","","2014-01-23 20:21:00"
"3216","mbdata",2.014012e+13,"megaMan","OK I cant move without being under a light  #TAG #stuck",NA,NA,NA,2014-01-23 20:21:23,3216,"okay cant move without light","","","OK I cant move without being under a light  #TAG #stuck","","","2014-01-23 20:21:00"
"3217","mbdata",2.014012e+13,"KronosQuoth","Success is the sum of small efforts, repeated day-in and day-out.  #POKRally #HI",NA,NA,NA,2014-01-23 20:21:33,3217,"success sum small effort repeat dayin dayout","","","Success is the sum of small efforts, repeated day-in and day-out.  #POKRally #HI","","","2014-01-23 20:21:00"
"3218","mbdata",2.014012e+13,"KronosQuoth","Believe you can and youre halfway there.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:21:33,3218,"believe can youre halfway","","","Believe you can and youre halfway there.  #KronosStar #POKRally","","","2014-01-23 20:21:00"
"3219","mbdata",2.014012e+13,"KronosQuoth","There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI",NA,NA,NA,2014-01-23 20:21:33,3219,"chance destiny fate can hinder control firm resolve determine soul","","","There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI","","","2014-01-23 20:21:00"
"3220","mbdata",2.014012e+13,"KronosQuoth","The successful warrior is the average man, with laser-like focus.  #POKRally #HI",NA,NA,NA,2014-01-23 20:21:33,3220,"successful warrior average man laserlike focus","","","The successful warrior is the average man, with laser-like focus.  #POKRally #HI","","","2014-01-23 20:21:00"
"3221","mbdata",2.014012e+13,"footfingers","rise up against corruption and injustice #POK",36.054,24.902,NA,2014-01-23 20:21:34,3221,"rise corruption injustice","","","rise up against corruption and injustice #POK","","","2014-01-23 20:21:00"
"3222","mbdata",2.014012e+13,"protoGuy","i wonder why the cops were chasing this van anyway",NA,NA,NA,2014-01-23 20:21:34,3222,"wonder cop chase van anyway","","","i wonder why the cops were chasing this van anyway","","","2014-01-23 20:21:00"
"3223","mbdata",2.014012e+13,"HomelandIlluminations","Standoff continues with multiple gunmen with unknown number of hostages",NA,NA,NA,2014-01-23 20:21:34,3223,"standoff continue multiple gunman unknown numb hostage","","","Standoff continues with multiple gunmen with unknown number of hostages","","","2014-01-23 20:21:00"
"3224","mbdata",2.014012e+13,"MarcusDrymiau","dude outside is yelling something about hostages #standoff",NA,NA,NA,2014-01-23 20:21:34,3224,"dude outside yell something hostage","","","dude outside is yelling something about hostages #standoff","","","2014-01-23 20:21:00"
"3225","mbdata",2.014012e+13,"prettyRain","please please tell me whats happening out there? did someone get shot?",NA,NA,NA,2014-01-23 20:21:34,3225,"please please tell whats happen someone get shoot","","","please please tell me whats happening out there? did someone get shot?","","","2014-01-23 20:21:00"
"3226","mbdata",2.014012e+13,"NewsOnlineToday","Standoff continues with multiple gunmen and unknown number of hostages #Abila",NA,NA,NA,2014-01-23 20:21:43,3226,"standoff continue multiple gunman unknown numb hostage","","","Standoff continues with multiple gunmen and unknown number of hostages #Abila","","","2014-01-23 20:21:00"
"3227","mbdata",2.014012e+13,"KronosQuoth","Life is not about finding yourself. Life is about creating yourself.  #POKRally #HI",NA,NA,NA,2014-01-23 20:21:58,3227,"life find life create","","","Life is not about finding yourself. Life is about creating yourself.  #POKRally #HI","","","2014-01-23 20:21:00"
"3228","mbdata",2.014012e+13,"jgrobannne","RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost",NA,NA,NA,2014-01-23 20:22:01,3228,"evacuate witness report see wild drive black van pursue two cop car","RT @AbilaPost","AbilaPost","evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost","evacuate witness report see wild drive black van pursue two cop car","@AbilaPost","2014-01-23 20:22:00"
"3229","mbdata",2.014012e+13,"wiseWords","RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost",NA,NA,NA,2014-01-23 20:22:01,3229,"evacuate witness report see wild drive black van pursue two cop car","RT @AbilaPost","AbilaPost","evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost","evacuate witness report see wild drive black van pursue two cop car","@AbilaPost","2014-01-23 20:22:00"
"3230","mbdata",2.014012e+13,"joyce101","RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost",NA,NA,NA,2014-01-23 20:22:01,3230,"evacuate witness report see wild drive black van pursue two cop car","RT @AbilaPost","AbilaPost","evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost","evacuate witness report see wild drive black van pursue two cop car","@AbilaPost","2014-01-23 20:22:00"
"3231","mbdata",2.014012e+13,"siliconKing","RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar",NA,NA,NA,2014-01-23 20:22:02,3231,"standoff apd shooter continue gelato galore","RT @KronosStar","KronosStar","Standoff between APD and shooters continues at Gelato Galore. #KronosStar","standoff apd shooter continue gelato galore","@KronosStar","2014-01-23 20:22:00"
"3232","mbdata",2.014012e+13,"dolls4sale","RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar",NA,NA,NA,2014-01-23 20:22:02,3232,"standoff apd shooter continue gelato galore","RT @KronosStar","KronosStar","Standoff between APD and shooters continues at Gelato Galore. #KronosStar","standoff apd shooter continue gelato galore","@KronosStar","2014-01-23 20:22:00"
"3233","mbdata",2.014012e+13,"worldWatcher","RT @megaMan Bad guy: """"Oh I'm getting out of here"""" yelling  #TAG""""",NA,NA,NA,2014-01-23 20:22:04,3233,"bad guy oh I get yell","RT @megaMan","megaMan","Bad guy: """"Oh I'm getting out of here"""" yelling  #TAG""""","bad guy oh I get yell","@megaMan","2014-01-23 20:22:00"
"3234","mbdata",2.014012e+13,"megaMan","think someone in the van just showed a hostage! Looked like a girl  #TAG",NA,NA,NA,2014-01-23 20:22:21,3234,"think someone van just show hostage look like girl","","","think someone in the van just showed a hostage! Looked like a girl  #TAG","","","2014-01-23 20:22:00"
"3235","mbdata",2.014012e+13,"AbilaPost","close to 200 people have gathered to watch standoff at Alexandrias & Ithakis #AbilaPost",NA,NA,NA,2014-01-23 20:22:21,3235,"close people gather watch standoff alexandrias ithakis","","","close to 200 people have gathered to watch standoff at Alexandrias & Ithakis #AbilaPost","","","2014-01-23 20:22:00"
"3236","mbdata",2.014012e+13,"SiaradSea","Home!",NA,NA,NA,2014-01-23 20:22:21,3236,"home","","","Home!","","","2014-01-23 20:22:00"
"3237","ccdata",2.014012e+13,NA,"MISDEMEANOR ASSAULT-IN PROGRESS",NA,NA,"3184 N. Agisilaou St",2014-01-23 20:22:21,3237,"misdemeanor assaultin progress","","","MISDEMEANOR ASSAULT-IN PROGRESS","","","2014-01-23 20:22:00"
"3238","mbdata",2.014012e+13,"Clevvah4Evah","Don't be disinterested in the movie! #POK #Rally #Grammar",NA,NA,NA,2014-01-23 20:22:29,3238,"disinterested movie","","","Don't be disinterested in the movie! #POK #Rally #Grammar","","","2014-01-23 20:22:00"
"3239","mbdata",2.014012e+13,"KronosQuoth","Evolution inspires incredible phenomena #POKRally #HI",NA,NA,NA,2014-01-23 20:22:29,3239,"evolution inspire incredible phenomenon","","","Evolution inspires incredible phenomena #POKRally #HI","","","2014-01-23 20:22:00"
"3240","mbdata",2.014012e+13,"KronosQuoth","Start where you are. Use what you have.  Do what you can.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:22:29,3240,"start use can","","","Start where you are. Use what you have.  Do what you can.  #KronosStar #POKRally","","","2014-01-23 20:22:00"
"3241","mbdata",2.014012e+13,"KronosQuoth","If you hear a voice within you say you cannot paint, then by all means paint and that voice will be silenced.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:22:29,3241,"hear voice within say paint mean paint voice silence","","","If you hear a voice within you say you cannot paint, then by all means paint and that voice will be silenced.  #KronosStar #POKRally","","","2014-01-23 20:22:00"
"3242","mbdata",2.014012e+13,"KronosQuoth","The successful warrior is the average man, with laser-like focus.  #POKRally #HI",NA,NA,NA,2014-01-23 20:22:56,3242,"successful warrior average man laserlike focus","","","The successful warrior is the average man, with laser-like focus.  #POKRally #HI","","","2014-01-23 20:22:00"
"3243","mbdata",2.014012e+13,"junkman377","How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit",NA,NA,NA,2014-01-23 20:22:56,3243,"credit rate need boost fixitkronoscreditratings","","","How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit","","","2014-01-23 20:22:00"
"3244","mbdata",2.014012e+13,"Clevvah4Evah","In edition, you should always add instead of multiply #POK #Rally #Grammar",NA,NA,NA,2014-01-23 20:22:56,3244,"edition always add instead multiply","","","In edition, you should always add instead of multiply #POK #Rally #Grammar","","","2014-01-23 20:22:00"
"3245","mbdata",2.014012e+13,"KronosQuoth","We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI",NA,NA,NA,2014-01-23 20:22:56,3245,"become think time strange secret","","","We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI","","","2014-01-23 20:22:00"
"3246","mbdata",2.014012e+13,"courage4life","RT @AbilaPost witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost",NA,NA,NA,2014-01-23 20:23:02,3246,"witness report male driver black van try drive gelatogalore park lot block open fire","RT @AbilaPost","AbilaPost","witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost","witness report male driver black van try drive gelatogalore park lot block open fire","@AbilaPost","2014-01-23 20:23:00"
"3247","mbdata",2.014012e+13,"BlueVelvet","RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar",NA,NA,NA,2014-01-23 20:23:02,3247,"standoff apd shooter continue gelato galore","RT @KronosStar","KronosStar","Standoff between APD and shooters continues at Gelato Galore. #KronosStar","standoff apd shooter continue gelato galore","@KronosStar","2014-01-23 20:23:00"
"3248","mbdata",2.014012e+13,"stolkfair","RT @HomelandIlluminations Witnesses report there may be people trapped in nearby businesses",NA,NA,NA,2014-01-23 20:23:02,3248,"witness report may people trap nearby business","RT @HomelandIlluminations","HomelandIlluminations","Witnesses report there may be people trapped in nearby businesses","witness report may people trap nearby business","@HomelandIlluminations","2014-01-23 20:23:00"
"3249","mbdata",2.014012e+13,"FriendsOfKronos","what kind of dummies go to where shooting is? bystanders deserve to get shot #POK",NA,NA,NA,2014-01-23 20:23:03,3249,"kind dummy go shoot bystander deserve get shoot","","","what kind of dummies go to where shooting is? bystanders deserve to get shot #POK","","","2014-01-23 20:23:00"
"3250","mbdata",2.014012e+13,"megaMan","@ben the other guy showed her through the van window",NA,NA,NA,2014-01-23 20:23:03,3250,"guy show van window","","","@ben the other guy showed her through the van window","","@ben","2014-01-23 20:23:00"
"3251","mbdata",2.014012e+13,"hempRules","What a great career - #policenegotiator.",NA,NA,NA,2014-01-23 20:23:03,3251,"great career policenegotiator","","","What a great career - #policenegotiator.","","","2014-01-23 20:23:00"
"3252","mbdata",2.014012e+13,"phantomagate","RT @AbilaPost witness reports hearing popping sounds later understood to be gun fire #AbilaPost",NA,NA,NA,2014-01-23 20:23:04,3252,"witness report hear pop sound late understand gun fire","RT @AbilaPost","AbilaPost","witness reports hearing popping sounds later understood to be gun fire #AbilaPost","witness report hear pop sound late understand gun fire","@AbilaPost","2014-01-23 20:23:00"
"3253","mbdata",2.014012e+13,"KronosQuoth","Either you run the day, or the day runs you.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:23:18,3253,"either run day day run","","","Either you run the day, or the day runs you.  #KronosStar #POKRally","","","2014-01-23 20:23:00"
"3254","mbdata",2.014012e+13,"KronosQuoth","Knowledge is being aware of what you can do. Wisdom is knowing when not to do it.  #POKRally #HI",NA,NA,NA,2014-01-23 20:23:18,3254,"knowledge aware can wisdom know","","","Knowledge is being aware of what you can do. Wisdom is knowing when not to do it.  #POKRally #HI","","","2014-01-23 20:23:00"
"3255","mbdata",2.014012e+13,"KronosQuoth","If you want your children to turn out well, spend twice as much time with them, and half as much money.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:23:18,3255,"want child turn good spend twice much time half much money","","","If you want your children to turn out well, spend twice as much time with them, and half as much money.  #KronosStar #POKRally","","","2014-01-23 20:23:00"
"3256","mbdata",2.014012e+13,"lindyT","RT @megaMan OK I cant move without being under a light  #TAG #stuck",NA,NA,NA,2014-01-23 20:23:23,3256,"okay cant move without light","RT @megaMan","megaMan","OK I cant move without being under a light  #TAG #stuck","okay cant move without light","@megaMan","2014-01-23 20:23:00"
"3257","mbdata",2.014012e+13,"KronosQuoth","Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI",NA,NA,NA,2014-01-23 20:23:47,3257,"put tomorrow will die leave undo","","","Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI","","","2014-01-23 20:23:00"
"3258","mbdata",2.014012e+13,"KronosQuoth","The mind is everything. What you think you become.   #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:23:47,3258,"mind everything think become","","","The mind is everything. What you think you become.   #KronosStar #POKRally","","","2014-01-23 20:23:00"
"3259","mbdata",2.014012e+13,"gardener4958","RT @AbilaPost witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost",NA,NA,NA,2014-01-23 20:24:02,3259,"witness report male driver black van try drive gelatogalore park lot block open fire","RT @AbilaPost","AbilaPost","witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost","witness report male driver black van try drive gelatogalore park lot block open fire","@AbilaPost","2014-01-23 20:24:00"
"3260","mbdata",2.014012e+13,"soup4u","RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar",NA,NA,NA,2014-01-23 20:24:02,3260,"standoff apd shooter continue gelato galore","RT @KronosStar","KronosStar","Standoff between APD and shooters continues at Gelato Galore. #KronosStar","standoff apd shooter continue gelato galore","@KronosStar","2014-01-23 20:24:00"
"3261","mbdata",2.014012e+13,"joyce101","RT @HomelandIlluminations Witnesses report there may be people trapped in nearby businesses",NA,NA,NA,2014-01-23 20:24:02,3261,"witness report may people trap nearby business","RT @HomelandIlluminations","HomelandIlluminations","Witnesses report there may be people trapped in nearby businesses","witness report may people trap nearby business","@HomelandIlluminations","2014-01-23 20:24:00"
"3262","mbdata",2.014012e+13,"wiseWords","RT @megaMan not good #TAG",NA,NA,NA,2014-01-23 20:24:03,3262,"good","RT @megaMan","megaMan","not good #TAG","good","@megaMan","2014-01-23 20:24:00"
"3263","mbdata",2.014012e+13,"KronosQuoth","Strive not to be a success, but rather to be of value.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:24:18,3263,"strive success rather value","","","Strive not to be a success, but rather to be of value.  #KronosStar #POKRally","","","2014-01-23 20:24:00"
"3264","mbdata",2.014012e+13,"Clevvah4Evah","GAStech said they would give me a bonus! #POK #Rally #Grammar",NA,NA,NA,2014-01-23 20:24:18,3264,"gastech say give bonus","","","GAStech said they would give me a bonus! #POK #Rally #Grammar","","","2014-01-23 20:24:00"
"3265","mbdata",2.014012e+13,"KronosQuoth","Don't raise your voice, improve your argument.  #POKRally #HI",NA,NA,NA,2014-01-23 20:24:18,3265,"raise voice improve argument","","","Don't raise your voice, improve your argument.  #POKRally #HI","","","2014-01-23 20:24:00"
"3266","mbdata",2.014012e+13,"KronosQuoth","I have learned over the years that when ones mind is made up, this diminishes fear.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:24:18,3266,"learn year one mind make diminish fear","","","I have learned over the years that when ones mind is made up, this diminishes fear.  #KronosStar #POKRally","","","2014-01-23 20:24:00"
"3267","mbdata",2.014012e+13,"vetsRock","RT @SiaradSea Home!",NA,NA,NA,2014-01-23 20:24:21,3267,"home","RT @SiaradSea","SiaradSea","Home!","home","@SiaradSea","2014-01-23 20:24:00"
"3268","mbdata",2.014012e+13,"KronosQuoth","If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI",NA,NA,NA,2014-01-23 20:24:46,3268,"genuinely want something wait teach impatient","","","If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI","","","2014-01-23 20:24:00"
"3269","mbdata",2.014012e+13,"KronosQuoth","We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI",NA,NA,NA,2014-01-23 20:24:46,3269,"become think time strange secret","","","We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI","","","2014-01-23 20:24:00"
"3270","mbdata",2.014012e+13,"KronosStar","The fire doesn't appear to be growing. #KronosStar #DancingDolphinFire #AFDHeroes",NA,NA,NA,2014-01-23 20:25:00,3270,"fire appear grow","","","The fire doesn't appear to be growing. #KronosStar #DancingDolphinFire #AFDHeroes","","","2014-01-23 20:25:00"
"3271","mbdata",2.014012e+13,"HomelandIlluminations","Officials report fire might be under control. #HI",NA,NA,NA,2014-01-23 20:25:00,3271,"official report fire may control","","","Officials report fire might be under control. #HI","","","2014-01-23 20:25:00"
"3272","mbdata",2.014012e+13,"redisrad","Mikal, Oso - are you still at the rally? can I crash at your place? no telling when I can get home tonite #couchsurf",NA,NA,NA,2014-01-23 20:25:00,3272,"mikal oso still rally can crash place tell can get home tonite","","","Mikal, Oso - are you still at the rally? can I crash at your place? no telling when I can get home tonite #couchsurf","","","2014-01-23 20:25:00"
"3273","mbdata",2.014012e+13,"FriendsOfKronos","terrorists love random violence shoot an innocent bystander why not? #POK",NA,NA,NA,2014-01-23 20:25:00,3273,"terrorist love random violence shoot innocent bystander","","","terrorists love random violence shoot an innocent bystander why not? #POK","","","2014-01-23 20:25:00"
"3274","mbdata",2.014012e+13,"rockStar113","@AbilaPost gag who cares about the moneygrubbers - people are hurt",NA,NA,NA,2014-01-23 20:25:00,3274,"gag care moneygrubbers people hurt","","","@AbilaPost gag who cares about the moneygrubbers - people are hurt","","@AbilaPost","2014-01-23 20:25:00"
"3275","mbdata",2.014012e+13,"megaMan","@ben It looked like """"She's first"""" #scary #TAG""""",NA,NA,NA,2014-01-23 20:25:00,3275,"look like first","","","@ben It looked like """"She's first"""" #scary #TAG""""","","@ben","2014-01-23 20:25:00"
"3276","mbdata",2.014012e+13,"InternationalNews","Abila standoff continues in a stalemate. #abila #IntNews",NA,NA,NA,2014-01-23 20:25:00,3276,"abila standoff continue stalemate","","","Abila standoff continues in a stalemate. #abila #IntNews","","","2014-01-23 20:25:00"
"3277","mbdata",2.014012e+13,"SiaradSea","I'm all right, everybody! Gonna try to unwind now.",NA,NA,NA,2014-01-23 20:25:00,3277,"I right everybody gonna try unwind now","","","I'm all right, everybody! Gonna try to unwind now.","","","2014-01-23 20:25:00"
"3278","mbdata",2.014012e+13,"courage4life","RT @NewsOnlineToday People may be trapped in nearby businesses #Abila",NA,NA,NA,2014-01-23 20:25:03,3278,"people may trap nearby business","RT @NewsOnlineToday","NewsOnlineToday","People may be trapped in nearby businesses #Abila","people may trap nearby business","@NewsOnlineToday","2014-01-23 20:25:00"
"3279","mbdata",2.014012e+13,"KronosQuoth","The most difficult thing is the decision to act, the rest is merely tenacity.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:25:10,3279,"difficult thing decision act rest merely tenacity","","","The most difficult thing is the decision to act, the rest is merely tenacity.  #KronosStar #POKRally","","","2014-01-23 20:25:00"
"3280","mbdata",2.014012e+13,"KronosQuoth","There is only one way to avoid criticism: do nothing, say nothing, and be nothing.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:25:10,3280,"one way avoid criticism nothing say nothing nothing","","","There is only one way to avoid criticism: do nothing, say nothing, and be nothing.  #KronosStar #POKRally","","","2014-01-23 20:25:00"
"3281","mbdata",2.014012e+13,"KronosQuoth","The person who says it cannot be done should not interrupt the person who is doing it.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:25:35,3281,"person say do interrupt person","","","The person who says it cannot be done should not interrupt the person who is doing it.  #KronosStar #POKRally","","","2014-01-23 20:25:00"
"3282","mbdata",2.014012e+13,"KronosQuoth","Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",NA,NA,NA,2014-01-23 20:25:35,3282,"good thing come people wait good thing come go get","","","Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI","","","2014-01-23 20:25:00"
"3283","mbdata",2.014012e+13,"dtennent","RT @megaMan @ben It looked like """"She's first"""" #scary #TAG""""",NA,NA,NA,2014-01-23 20:26:00,3283,"look like first","RT @megaMan","megaMan","@ben It looked like """"She's first"""" #scary #TAG""""","look like first","""@megaMan"" ""@ben""","2014-01-23 20:26:00"
"3284","mbdata",2.014012e+13,"plasticParts","RT @SiaradSea I'm all right, everybody! Gonna try to unwind now.",NA,NA,NA,2014-01-23 20:26:00,3284,"I right everybody gonna try unwind now","RT @SiaradSea","SiaradSea","I'm all right, everybody! Gonna try to unwind now.","I right everybody gonna try unwind now","@SiaradSea","2014-01-23 20:26:00"
"3285","mbdata",2.014012e+13,"michelleR","Where's CHuc Norris when you need him?",NA,NA,NA,2014-01-23 20:26:02,3285,"chuc norris need","","","Where's CHuc Norris when you need him?","","","2014-01-23 20:26:00"
"3286","mbdata",2.014012e+13,"megaMan","Negotiator guy calmed them down #TAG",NA,NA,NA,2014-01-23 20:26:02,3286,"negotiator guy calm","","","Negotiator guy calmed them down #TAG","","","2014-01-23 20:26:00"
"3287","mbdata",2.014012e+13,"AbilaPost","what will the economic impact of this standoff be for businesses in the vicinity? #AbilaPost",NA,NA,NA,2014-01-23 20:26:02,3287,"economic impact standoff business vicinity","","","what will the economic impact of this standoff be for businesses in the vicinity? #AbilaPost","","","2014-01-23 20:26:00"
"3288","mbdata",2.014012e+13,"panopticon","they need to put more pressure on this guy ramp up the negoitations",NA,NA,NA,2014-01-23 20:26:02,3288,"need put pressure guy ramp negoitations","","","they need to put more pressure on this guy ramp up the negoitations","","","2014-01-23 20:26:00"
"3289","mbdata",2.014012e+13,"Simon_Hamaeth","we're free! thanks #APD #standoff",NA,NA,NA,2014-01-23 20:26:02,3289,"free thank","","","we're free! thanks #APD #standoff","","","2014-01-23 20:26:00"
"3290","mbdata",2.014012e+13,"KronosQuoth","I have learned over the years that when ones mind is made up, this diminishes fear.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:26:02,3290,"learn year one mind make diminish fear","","","I have learned over the years that when ones mind is made up, this diminishes fear.  #KronosStar #POKRally","","","2014-01-23 20:26:00"
"3291","mbdata",2.014012e+13,"KronosQuoth","There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI",NA,NA,NA,2014-01-23 20:26:02,3291,"chance destiny fate can hinder control firm resolve determine soul","","","There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI","","","2014-01-23 20:26:00"
"3292","mbdata",2.014012e+13,"KronosQuoth","Innovation distinguishes between a leader and a follower.  #POKRally #HI",NA,NA,NA,2014-01-23 20:26:02,3292,"innovation distinguish leader follower","","","Innovation distinguishes between a leader and a follower.  #POKRally #HI","","","2014-01-23 20:26:00"
"3293","mbdata",2.014012e+13,"FriendsOfKronos","hey Abila Post: terrorism is bad for business #POK",NA,NA,NA,2014-01-23 20:26:15,3293,"hey abila post terrorism bad business","","","hey Abila Post: terrorism is bad for business #POK","","","2014-01-23 20:26:00"
"3294","mbdata",2.014012e+13,"megaMan","Not yelling as much #TAG",NA,NA,NA,2014-01-23 20:26:15,3294,"yell much","","","Not yelling as much #TAG","","","2014-01-23 20:26:00"
"3295","mbdata",2.014012e+13,"KronosQuoth","The question isnt who is going to let me; its who is going to stop me.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:26:24,3295,"question isnt go let go stop","","","The question isnt who is going to let me; its who is going to stop me.  #KronosStar #POKRally","","","2014-01-23 20:26:00"
"3296","mbdata",2.014012e+13,"KronosQuoth","Change your thoughts and you change your world.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:26:24,3296,"change thought change world","","","Change your thoughts and you change your world.  #KronosStar #POKRally","","","2014-01-23 20:26:00"
"3297","mbdata",2.014012e+13,"KronosQuoth","What seems to us as bitter trials are often blessings in disguise. #POKRally #HI",NA,NA,NA,2014-01-23 20:26:24,3297,"seem us bitter trial often blessing disguise","","","What seems to us as bitter trials are often blessings in disguise. #POKRally #HI","","","2014-01-23 20:26:00"
"3298","mbdata",2.014012e+13,"KronosQuoth","Whenever you see a successful person you only see the public glories, never the private sacrifices to reach them.  #POKRally #HI",NA,NA,NA,2014-01-23 20:26:44,3298,"whenever see successful person see public glory never private sacrifice reach","","","Whenever you see a successful person you only see the public glories, never the private sacrifices to reach them.  #POKRally #HI","","","2014-01-23 20:26:00"
"3299","mbdata",2.014012e+13,"KronosQuoth","Happiness is a butterfly, which when pursued, is always beyond your grasp. #POKRally #HI",NA,NA,NA,2014-01-23 20:26:44,3299,"happiness butterfly pursue always beyond grasp","","","Happiness is a butterfly, which when pursued, is always beyond your grasp. #POKRally #HI","","","2014-01-23 20:26:00"
"3300","mbdata",2.014012e+13,"reggierockin776","One of the top diseases- help us cure it! diseasefund.kronos/payus #abila #cancer",NA,NA,NA,2014-01-23 20:26:44,3300,"one top disease help us cure diseasefundkronospayus","","","One of the top diseases- help us cure it! diseasefund.kronos/payus #abila #cancer","","","2014-01-23 20:26:00"
"3301","mbdata",2.014012e+13,"KronosQuoth","If you want to achieve greatness stop asking for permission.  #POKRally #HI",NA,NA,NA,2014-01-23 20:26:44,3301,"want achieve greatness stop ask permission","","","If you want to achieve greatness stop asking for permission.  #POKRally #HI","","","2014-01-23 20:26:00"
"3302","mbdata",2.014012e+13,"megaMan","@tomish most of the police are backed off  #TAG",NA,NA,NA,2014-01-23 20:26:49,3302,"police back","","","@tomish most of the police are backed off  #TAG","","@tomish","2014-01-23 20:26:00"
"3303","mbdata",2.014012e+13,"rnbwBrite","RT @megaMan Negotiator guy calmed them down #TAG",NA,NA,NA,2014-01-23 20:27:02,3303,"negotiator guy calm","RT @megaMan","megaMan","Negotiator guy calmed them down #TAG","negotiator guy calm","@megaMan","2014-01-23 20:27:00"
"3304","mbdata",2.014012e+13,"KronosQuoth","Blessed are the meek, for they shall inherit the earth  #KronosStar #POKRally",NA,NA,NA,2014-01-23 20:27:10,3304,"bless meek shall inherit earth","","","Blessed are the meek, for they shall inherit the earth  #KronosStar #POKRally","","","2014-01-23 20:27:00"
